date,day,weather,condition,climate,random1,random2,random3
2027-02-11, 月, 雨, exhausted, 24.636, 天丼, バレーボール, アームカール
2027-02-12, 火, 雲, good, 3.619, ししゃも, テニス, ダンベルカール
2027-02-13, 水, 雨, tired, 21.939, ししゃも, スキー, デッドリフト
2027-02-14, 木, 雲, soso, 19.297, 天丼, スキー, ダンベルカール
2027-02-15, 金, 雷雨, awesome, 2.792, ハンバーガー, バレーボール, プルダウン
2027-02-16, 土, 雷雨, bad, -8.641, 天丼, バレーボール, 背筋
2027-02-17, 日, 晴, good, 6.720, とん丼, サッカー, ダンベルカール
2027-02-18, 月, 雷雨, soso, 13.634, ハンバーガー, サッカー, 背筋
2027-02-19, 火, 雷雨, soso, 9.817, ししゃも, サッカー, プルダウン
2027-02-20, 水, 雷雨, soso, 28.824, 牛丼, ラクロス, デッドリフト
2027-02-21, 木, 雨, bad, 5.306, ししゃも, サッカー, ダンベルカール
2027-02-22, 金, 晴, awesome, 16.912, とん丼, 野球, ラットプルダウン
2027-02-23, 土, 雲, bad, -8.961, 牛丼, バスケ, ダンベルカール
2027-02-24, 日, 雲, good, 0.154, 牛丼, スキー, アームカール
2027-02-25, 月, 雷雨, good, -8.453, ハンバーガー, サッカー, ラットプルダウン
2027-02-26, 火, 雷雨, awesome, 28.873, 牛丼, ラグビー, 背筋
2027-02-27, 水, 雨, exhausted, 14.170, 天丼, サッカー, 腹筋
2027-02-28, 木, 晴, awesome, 29.067, 牛丼, テニス, アームカール
2027-03-01, 金, 雷雨, tired, 0.617, トンカツ, 野球, デッドリフト
2027-03-02, 土, 雲, good, 0.717, トンカツ, サッカー, プルダウン
2027-03-03, 日, 雨, awesome, -5.799, とん丼, バスケ, ラットプルダウン
2027-03-04, 月, 雲, awesome, 6.509, 牛丼, ラグビー, プルダウン
2027-03-05, 火, 晴, bad, 29.161, 天丼, スキー, ダンベルカール
2027-03-06, 水, 雲, bad, -7.285, 牛丼, ラクロス, デッドリフト
2027-03-07, 木, 晴, awesome, -8.794, ししゃも, サッカー, 背筋
2027-03-08, 金, 晴, bad, -9.074, とん丼, スキー, デッドリフト
2027-03-09, 土, 晴, good, -6.253, トンカツ, バスケ, 背筋
2027-03-10, 日, 雷雨, bad, 27.698, 天丼, 野球, ダンベルカール
2027-03-11, 月, 晴, tired, 14.390, トンカツ, サッカー, デッドリフト
2027-03-12, 火, 晴, awesome, 15.357, 天丼, テニス, デッドリフト
2027-03-13, 水, 晴, awesome, 29.342, とん丼, ラクロス, プルダウン
2027-03-14, 木, 雨, awesome, -9.891, ハンバーガー, バレーボール, 腹筋
2027-03-15, 金, 雨, awesome, 13.418, ハンバーガー, ラグビー, アームカール
2027-03-16, 土, 雲, soso, 14.787, とん丼, スキー, ダンベルカール
2027-03-17, 日, 雷雨, awesome, 13.172, 牛丼, ラグビー, ラットプルダウン
2027-03-18, 月, 雷雨, bad, -9.820, ハンバーガー, バスケ, プルダウン
2027-03-19, 火, 雲, soso, 29.400, ししゃも, テニス, 腹筋
2027-03-20, 水, 晴, exhausted, -5.771, ハンバーガー, スキー, ラットプルダウン
2027-03-21, 木, 晴, soso, -3.604, とん丼, バレーボール, 腹筋
2027-03-22, 金, 雲, exhausted, 10.423, トンカツ, ラクロス, プルダウン
2027-03-23, 土, 晴, awesome, 5.205, ハンバーガー, スキー, プルダウン
2027-03-24, 日, 雲, exhausted, 4.856, とん丼, バスケ, 背筋
2027-03-25, 月, 雷雨, good, 16.500, ハンバーガー, テニス, アームカール
2027-03-26, 火, 雨, good, -8.022, ハンバーガー, サッカー, 腹筋
2027-03-27, 水, 雨, exhausted, 10.664, トンカツ, バスケ, 腹筋
2027-03-28, 木, 晴, tired, 25.515, とん丼, バスケ, アームカール
2027-03-29, 金, 雨, soso, 0.835, ししゃも, スキー, 腹筋
2027-03-30, 土, 晴, awesome, 9.338, 牛丼, ラクロス, プルダウン
2027-03-31, 日, 雷雨, exhausted, 1.646, トンカツ, ラグビー, 背筋
2027-04-01, 月, 晴, soso, 23.309, ハンバーガー, サッカー, ラットプルダウン
2027-04-02, 火, 雨, bad, -3.066, 天丼, テニス, デッドリフト
2027-04-03, 水, 雷雨, good, 10.272, ししゃも, スキー, ダンベルカール
2027-04-04, 木, 雲, bad, -7.554, ハンバーガー, バレーボール, 背筋
2027-04-05, 金, 雨, soso, -9.094, 牛丼, スキー, 腹筋
2027-04-06, 土, 晴, soso, -1.352, 天丼, バレーボール, アームカール
2027-04-07, 日, 雲, exhausted, 7.731, ハンバーガー, スキー, ラットプルダウン
2027-04-08, 月, 雷雨, exhausted, -5.074, ししゃも, サッカー, ラットプルダウン
2027-04-09, 火, 雷雨, awesome, 22.284, とん丼, バレーボール, デッドリフト
2027-04-10, 水, 晴, awesome, -6.353, トンカツ, 野球, アームカール
2027-04-11, 木, 雷雨, bad, 23.840, ハンバーガー, テニス, ダンベルカール
2027-04-12, 金, 雷雨, soso, 21.067, とん丼, テニス, ラットプルダウン
2027-04-13, 土, 雲, good, 4.191, ハンバーガー, ラクロス, ダンベルカール
2027-04-14, 日, 晴, tired, 27.894, ししゃも, 野球, プルダウン
2027-04-15, 月, 雷雨, exhausted, -7.379, とん丼, バレーボール, プルダウン
2027-04-16, 火, 晴, exhausted, 23.596, トンカツ, ラクロス, ラットプルダウン
2027-04-17, 水, 雨, bad, 28.820, 天丼, バレーボール, プルダウン
2027-04-18, 木, 雷雨, good, 27.119, 天丼, ラクロス, ラットプルダウン
2027-04-19, 金, 雷雨, awesome, -0.261, ししゃも, バレーボール, 背筋
2027-04-20, 土, 雨, tired, 7.925, 天丼, サッカー, ダンベルカール
2027-04-21, 日, 雷雨, soso, 3.798, ししゃも, テニス, 腹筋
2027-04-22, 月, 晴, good, 12.506, とん丼, ラクロス, ダンベルカール
2027-04-23, 火, 雷雨, tired, 29.163, 牛丼, テニス, プルダウン
2027-04-24, 水, 晴, awesome, 19.214, ハンバーガー, テニス, デッドリフト
2027-04-25, 木, 晴, tired, 1.973, 牛丼, ラクロス, ダンベルカール
2027-04-26, 金, 雷雨, tired, 18.966, ししゃも, 野球, ラットプルダウン
2027-04-27, 土, 雷雨, awesome, -8.236, 天丼, サッカー, ダンベルカール
2027-04-28, 日, 雷雨, exhausted, 1.629, トンカツ, テニス, 腹筋
2027-04-29, 月, 雷雨, soso, 2.708, ししゃも, バレーボール, プルダウン
2027-04-30, 火, 雲, exhausted, -8.219, ししゃも, テニス, 腹筋
2027-05-01, 水, 晴, exhausted, 1.946, とん丼, サッカー, アームカール
2027-05-02, 木, 雷雨, tired, -5.438, ししゃも, 野球, デッドリフト
2027-05-03, 金, 雷雨, soso, 12.489, トンカツ, バレーボール, アームカール
2027-05-04, 土, 雲, good, -3.908, ハンバーガー, 野球, アームカール
2027-05-05, 日, 雨, awesome, 2.502, 天丼, ラクロス, デッドリフト
2027-05-06, 月, 雲, soso, 14.387, とん丼, ラグビー, 背筋
2027-05-07, 火, 雲, soso, 18.704, トンカツ, 野球, ラットプルダウン
2027-05-08, 水, 雷雨, bad, 3.317, トンカツ, バレーボール, アームカール
2027-05-09, 木, 雷雨, good, 27.579, ししゃも, ラクロス, 背筋
2027-05-10, 金, 雷雨, awesome, 12.226, トンカツ, サッカー, プルダウン
2027-05-11, 土, 晴, good, -9.580, トンカツ, テニス, ダンベルカール
2027-05-12, 日, 雷雨, bad, 14.777, 天丼, ラグビー, ダンベルカール
2027-05-13, 月, 晴, soso, -6.862, ししゃも, サッカー, ラットプルダウン
2027-05-14, 火, 雷雨, good, -8.878, ハンバーガー, 野球, プルダウン
2027-05-15, 水, 雷雨, awesome, 11.634, 牛丼, テニス, プルダウン
2027-05-16, 木, 雲, bad, 27.084, 天丼, テニス, プルダウン
2027-05-17, 金, 雲, tired, 3.042, 牛丼, スキー, デッドリフト
2027-05-18, 土, 晴, awesome, 26.629, ハンバーガー, 野球, デッドリフト
2027-05-19, 日, 雷雨, good, -1.727, とん丼, バレーボール, アームカール
2027-05-20, 月, 雨, soso, 21.550, 天丼, バスケ, 腹筋
2027-05-21, 火, 雨, exhausted, 13.838, 牛丼, ラグビー, プルダウン
2027-05-22, 水, 雨, exhausted, 24.541, 牛丼, テニス, ダンベルカール
2027-05-23, 木, 雨, tired, 3.712, ししゃも, ラクロス, ラットプルダウン
2027-05-24, 金, 雷雨, bad, -2.820, ハンバーガー, ラクロス, ダンベルカール
2027-05-25, 土, 雷雨, exhausted, 28.926, ハンバーガー, ラクロス, アームカール
2027-05-26, 日, 晴, bad, 24.158, トンカツ, ラグビー, ラットプルダウン
2027-05-27, 月, 雨, exhausted, 26.157, トンカツ, ラグビー, ラットプルダウン
2027-05-28, 火, 雲, exhausted, 16.240, ハンバーガー, ラグビー, ラットプルダウン
2027-05-29, 水, 雲, awesome, 10.480, 天丼, サッカー, 腹筋
2027-05-30, 木, 晴, good, 21.357, 天丼, ラクロス, ダンベルカール
2027-05-31, 金, 雲, awesome, 15.790, とん丼, ラクロス, デッドリフト
2027-06-01, 土, 雨, soso, 14.298, 天丼, バレーボール, アームカール
2027-06-02, 日, 雨, tired, 18.890, ししゃも, バスケ, プルダウン
2027-06-03, 月, 雷雨, good, 4.723, トンカツ, バレーボール, ダンベルカール
2027-06-04, 火, 雨, tired, 7.021, トンカツ, ラクロス, 腹筋
2027-06-05, 水, 雨, exhausted, -3.015, ハンバーガー, スキー, アームカール
2027-06-06, 木, 晴, soso, 19.095, とん丼, ラグビー, 腹筋
2027-06-07, 金, 雨, bad, 19.358, 牛丼, スキー, ラットプルダウン
2027-06-08, 土, 晴, good, -2.139, 天丼, テニス, プルダウン
2027-06-09, 日, 雨, exhausted, 27.844, ししゃも, ラグビー, プルダウン
2027-06-10, 月, 晴, tired, -1.639, とん丼, ラグビー, 背筋
2027-06-11, 火, 晴, awesome, 22.872, とん丼, バレーボール, アームカール
2027-06-12, 水, 雨, soso, 23.834, トンカツ, バスケ, デッドリフト
2027-06-13, 木, 雨, good, -2.670, 天丼, スキー, ダンベルカール
2027-06-14, 金, 雨, bad, 23.618, トンカツ, テニス, 背筋
2027-06-15, 土, 雷雨, awesome, 9.287, トンカツ, 野球, ダンベルカール
2027-06-16, 日, 晴, awesome, 2.476, ハンバーガー, ラクロス, 背筋
2027-06-17, 月, 雷雨, bad, 3.207, 牛丼, ラグビー, プルダウン
2027-06-18, 火, 雨, tired, 18.000, ハンバーガー, ラグビー, ダンベルカール
2027-06-19, 水, 雨, soso, 8.355, 牛丼, スキー, 背筋
2027-06-20, 木, 雷雨, awesome, 25.649, ハンバーガー, ラクロス, 背筋
2027-06-21, 金, 雲, soso, 27.118, とん丼, テニス, ダンベルカール
2027-06-22, 土, 雨, tired, -0.457, ししゃも, バレーボール, 背筋
2027-06-23, 日, 雲, exhausted, 3.661, トンカツ, テニス, ダンベルカール
2027-06-24, 月, 雨, exhausted, 22.907, トンカツ, 野球, 背筋
2027-06-25, 火, 晴, awesome, 27.233, ししゃも, テニス, ラットプルダウン
2027-06-26, 水, 雨, bad, 3.204, ハンバーガー, バスケ, 腹筋
2027-06-27, 木, 雨, bad, 23.652, ししゃも, ラクロス, ラットプルダウン
2027-06-28, 金, 雷雨, awesome, 11.806, ししゃも, サッカー, ダンベルカール
2027-06-29, 土, 雷雨, awesome, 5.697, ししゃも, 野球, 腹筋
2027-06-30, 日, 雷雨, awesome, -4.018, ハンバーガー, バスケ, ラットプルダウン
2027-07-01, 月, 雲, tired, 2.255, とん丼, バスケ, プルダウン
2027-07-02, 火, 晴, bad, -9.052, ししゃも, テニス, アームカール
2027-07-03, 水, 雲, bad, 10.208, 牛丼, バレーボール, デッドリフト
2027-07-04, 木, 雷雨, bad, -3.210, 天丼, バスケ, アームカール
2027-07-05, 金, 晴, tired, 24.091, ししゃも, サッカー, デッドリフト
2027-07-06, 土, 雲, soso, 12.076, ハンバーガー, ラクロス, ラットプルダウン
2027-07-07, 日, 雷雨, tired, 13.551, ししゃも, サッカー, 腹筋
2027-07-08, 月, 雷雨, bad, 8.257, ししゃも, バスケ, アームカール
2027-07-09, 火, 晴, exhausted, 13.499, 牛丼, 野球, ダンベルカール
2027-07-10, 水, 晴, tired, 10.940, とん丼, サッカー, アームカール
2027-07-11, 木, 晴, exhausted, 1.218, 牛丼, ラクロス, 背筋
2027-07-12, 金, 雷雨, good, 7.421, 天丼, ラクロス, ラットプルダウン
2027-07-13, 土, 雷雨, good, -5.600, 天丼, 野球, 腹筋
2027-07-14, 日, 雲, good, 12.335, とん丼, バレーボール, ダンベルカール
2027-07-15, 月, 雷雨, awesome, 11.355, ハンバーガー, ラグビー, ダンベルカール
2027-07-16, 火, 雨, tired, 0.950, ししゃも, テニス, ラットプルダウン
2027-07-17, 水, 晴, tired, -0.246, 牛丼, ラグビー, 腹筋
2027-07-18, 木, 晴, good, -7.819, トンカツ, バスケ, プルダウン
2027-07-19, 金, 雲, awesome, 14.858, トンカツ, サッカー, ダンベルカール
2027-07-20, 土, 雨, soso, -4.115, ししゃも, ラグビー, ダンベルカール
2027-07-21, 日, 雷雨, soso, 8.877, 天丼, ラグビー, ラットプルダウン
2027-07-22, 月, 雨, exhausted, 4.682, トンカツ, サッカー, ラットプルダウン
2027-07-23, 火, 雲, soso, 20.953, 牛丼, 野球, ラットプルダウン
2027-07-24, 水, 晴, good, 6.314, とん丼, ラグビー, ダンベルカール
2027-07-25, 木, 雨, bad, 17.685, ハンバーガー, テニス, 背筋
2027-07-26, 金, 晴, good, 1.913, とん丼, ラグビー, プルダウン
2027-07-27, 土, 雨, tired, 26.334, とん丼, 野球, アームカール
2027-07-28, 日, 雲, soso, 21.387, とん丼, サッカー, 腹筋
2027-07-29, 月, 雲, good, 26.428, 天丼, スキー, プルダウン
2027-07-30, 火, 雨, exhausted, -3.828, ししゃも, ラクロス, アームカール
2027-07-31, 水, 雷雨, bad, 13.119, とん丼, ラクロス, ラットプルダウン
2027-08-01, 木, 雷雨, awesome, 1.546, ハンバーガー, 野球, 背筋
2027-08-02, 金, 晴, exhausted, -0.432, トンカツ, バレーボール, ラットプルダウン
2027-08-03, 土, 雲, awesome, 15.403, ハンバーガー, ラクロス, アームカール
2027-08-04, 日, 晴, good, 5.476, ハンバーガー, 野球, デッドリフト
2027-08-05, 月, 雨, good, 11.445, トンカツ, ラクロス, アームカール
2027-08-06, 火, 雨, good, -0.821, ハンバーガー, ラクロス, 腹筋
2027-08-07, 水, 雲, awesome, 1.040, ししゃも, バスケ, 腹筋
2027-08-08, 木, 雷雨, exhausted, 5.247, 天丼, サッカー, ダンベルカール
2027-08-09, 金, 雷雨, awesome, -2.380, ししゃも, スキー, 背筋
2027-08-10, 土, 雷雨, tired, -4.445, 天丼, バスケ, プルダウン
2027-08-11, 日, 雷雨, tired, 2.592, 牛丼, バレーボール, プルダウン
2027-08-12, 月, 雨, tired, 8.134, とん丼, バレーボール, デッドリフト
2027-08-13, 火, 雷雨, awesome, 12.395, トンカツ, ラグビー, プルダウン
2027-08-14, 水, 雲, good, 14.480, 天丼, バスケ, ラットプルダウン
2027-08-15, 木, 雷雨, soso, 25.692, 天丼, ラグビー, デッドリフト
2027-08-16, 金, 雲, awesome, 11.645, 天丼, ラクロス, 背筋
2027-08-17, 土, 晴, bad, 0.263, 天丼, テニス, デッドリフト
2027-08-18, 日, 雲, exhausted, 13.267, とん丼, サッカー, アームカール
2027-08-19, 月, 雨, awesome, -3.335, とん丼, テニス, 腹筋
2027-08-20, 火, 雨, exhausted, -3.885, ししゃも, バレーボール, 腹筋
2027-08-21, 水, 雲, good, -7.401, ししゃも, バレーボール, 腹筋
2027-08-22, 木, 雷雨, awesome, -4.885, とん丼, バレーボール, ラットプルダウン
2027-08-23, 金, 晴, awesome, 17.223, 天丼, テニス, ダンベルカール
2027-08-24, 土, 雨, awesome, 28.265, ハンバーガー, テニス, 背筋
2027-08-25, 日, 雲, soso, 19.903, ハンバーガー, テニス, デッドリフト
2027-08-26, 月, 晴, awesome, -2.161, トンカツ, テニス, プルダウン
2027-08-27, 火, 雷雨, tired, 0.593, 天丼, ラクロス, プルダウン
2027-08-28, 水, 雲, tired, 0.597, 牛丼, バスケ, ラットプルダウン
2027-08-29, 木, 晴, soso, 6.783, ししゃも, 野球, ダンベルカール
2027-08-30, 金, 晴, soso, 28.150, トンカツ, ラグビー, プルダウン
2027-08-31, 土, 雷雨, soso, 3.062, トンカツ, テニス, デッドリフト
2027-09-01, 日, 雷雨, tired, 26.843, ししゃも, ラクロス, デッドリフト
2027-09-02, 月, 雲, bad, 21.797, トンカツ, サッカー, 背筋
2027-09-03, 火, 雷雨, awesome, -7.210, トンカツ, スキー, 背筋
2027-09-04, 水, 雲, soso, 12.384, 天丼, 野球, 背筋
2027-09-05, 木, 雷雨, soso, 17.866, ししゃも, バスケ, アームカール
2027-09-06, 金, 雲, good, 20.562, トンカツ, ラグビー, デッドリフト
2027-09-07, 土, 雷雨, tired, 26.912, 牛丼, ラクロス, デッドリフト
2027-09-08, 日, 雨, awesome, 21.741, ハンバーガー, 野球, プルダウン
2027-09-09, 月, 雨, exhausted, 8.868, とん丼, バレーボール, ダンベルカール
2027-09-10, 火, 雨, soso, 0.740, ししゃも, バレーボール, ダンベルカール
2027-09-11, 水, 雨, good, 25.933, 天丼, テニス, デッドリフト
2027-09-12, 木, 雨, tired, 1.441, 天丼, バスケ, デッドリフト
2027-09-13, 金, 雷雨, exhausted, 21.417, トンカツ, テニス, 背筋
2027-09-14, 土, 雨, good, 26.480, 天丼, バレーボール, ラットプルダウン
2027-09-15, 日, 雨, awesome, -5.786, とん丼, ラグビー, ラットプルダウン
2027-09-16, 月, 雷雨, exhausted, 12.810, 天丼, テニス, プルダウン
2027-09-17, 火, 雲, awesome, 15.495, 牛丼, ラクロス, 背筋
2027-09-18, 水, 雷雨, awesome, -1.145, 天丼, ラクロス, アームカール
2027-09-19, 木, 晴, exhausted, 12.229, トンカツ, ラグビー, ラットプルダウン
2027-09-20, 金, 晴, tired, 14.622, 天丼, ラグビー, デッドリフト
2027-09-21, 土, 雷雨, exhausted, 26.111, とん丼, バスケ, 腹筋
2027-09-22, 日, 雨, soso, 21.469, 天丼, 野球, ラットプルダウン
2027-09-23, 月, 晴, tired, 16.429, とん丼, サッカー, プルダウン
2027-09-24, 火, 雨, tired, 19.735, ハンバーガー, サッカー, プルダウン
2027-09-25, 水, 雲, awesome, 5.895, トンカツ, 野球, デッドリフト
2027-09-26, 木, 雲, exhausted, 19.902, 天丼, スキー, デッドリフト
2027-09-27, 金, 雨, soso, -2.216, 天丼, 野球, 背筋
2027-09-28, 土, 雲, tired, 14.107, 天丼, テニス, 背筋
2027-09-29, 日, 雨, awesome, 28.146, ししゃも, 野球, デッドリフト
2027-09-30, 月, 雨, bad, -1.441, とん丼, バレーボール, デッドリフト
2027-10-01, 火, 雨, soso, -2.270, ハンバーガー, ラクロス, ラットプルダウン
2027-10-02, 水, 雨, awesome, 11.790, 牛丼, バレーボール, 腹筋
2027-10-03, 木, 雷雨, exhausted, 25.071, 天丼, 野球, プルダウン
2027-10-04, 金, 雨, bad, 2.014, ハンバーガー, 野球, ラットプルダウン
2027-10-05, 土, 雲, bad, 22.133, ハンバーガー, バレーボール, プルダウン
2027-10-06, 日, 晴, soso, -6.287, ししゃも, サッカー, デッドリフト
2027-10-07, 月, 晴, tired, -5.354, トンカツ, スキー, デッドリフト
2027-10-08, 火, 雷雨, good, 29.287, ししゃも, 野球, デッドリフト
2027-10-09, 水, 雲, exhausted, 26.920, とん丼, バレーボール, ダンベルカール
2027-10-10, 木, 晴, tired, 0.803, 牛丼, バレーボール, ダンベルカール
2027-10-11, 金, 雨, tired, 14.877, とん丼, バスケ, ラットプルダウン
2027-10-12, 土, 晴, awesome, -0.709, ししゃも, テニス, ダンベルカール
2027-10-13, 日, 雲, good, 14.810, ししゃも, バレーボール, プルダウン
2027-10-14, 月, 晴, awesome, 12.747, ししゃも, ラグビー, プルダウン
2027-10-15, 火, 雷雨, bad, 1.316, ししゃも, バレーボール, アームカール
2027-10-16, 水, 晴, good, 23.433, 牛丼, ラクロス, ラットプルダウン
2027-10-17, 木, 雨, exhausted, -5.836, 天丼, ラグビー, 腹筋
2027-10-18, 金, 雲, exhausted, 13.118, ハンバーガー, バレーボール, ダンベルカール
2027-10-19, 土, 雨, exhausted, 13.448, とん丼, スキー, 腹筋
2027-10-20, 日, 雨, good, 17.343, ししゃも, サッカー, ダンベルカール
2027-10-21, 月, 雨, soso, 9.468, トンカツ, バスケ, デッドリフト
2027-10-22, 火, 雲, exhausted, 11.739, ハンバーガー, ラグビー, 腹筋
2027-10-23, 水, 雷雨, tired, 1.530, トンカツ, サッカー, 腹筋
2027-10-24, 木, 雨, soso, -4.643, 天丼, バレーボール, デッドリフト
2027-10-25, 金, 雲, exhausted, 22.485, 牛丼, ラグビー, ダンベルカール
2027-10-26, 土, 雷雨, bad, 13.705, トンカツ, バレーボール, アームカール
2027-10-27, 日, 晴, tired, -2.078, 天丼, 野球, 腹筋
2027-10-28, 月, 雨, awesome, -6.935, 天丼, バスケ, 背筋
2027-10-29, 火, 雨, bad, 18.246, ハンバーガー, ラグビー, ダンベルカール
2027-10-30, 水, 雷雨, bad, -1.171, ハンバーガー, テニス, アームカール
2027-10-31, 木, 雲, soso, 29.298, 牛丼, サッカー, デッドリフト
2027-11-01, 金, 晴, tired, 21.706, とん丼, テニス, プルダウン
2027-11-02, 土, 雨, exhausted, -8.210, とん丼, サッカー, プルダウン
2027-11-03, 日, 雨, soso, -6.292, トンカツ, バレーボール, デッドリフト
2027-11-04, 月, 雲, tired, 14.934, とん丼, バレーボール, ラットプルダウン
2027-11-05, 火, 晴, bad, 8.102, ししゃも, テニス, ダンベルカール
2027-11-06, 水, 雨, exhausted, 15.814, 天丼, バレーボール, アームカール
2027-11-07, 木, 晴, good, -8.512, ハンバーガー, バレーボール, プルダウン
2027-11-08, 金, 晴, good, -7.831, 天丼, テニス, 背筋
2027-11-09, 土, 晴, awesome, -9.499, ハンバーガー, バレーボール, 腹筋
2027-11-10, 日, 雨, good, 28.532, 牛丼, バスケ, 腹筋
2027-11-11, 月, 雷雨, tired, -1.915, 牛丼, サッカー, プルダウン
2027-11-12, 火, 晴, tired, -5.472, ししゃも, バレーボール, ラットプルダウン
2027-11-13, 水, 雷雨, bad, 8.484, ししゃも, スキー, 背筋
2027-11-14, 木, 晴, soso, 14.400, 牛丼, ラクロス, プルダウン
2027-11-15, 金, 雲, tired, 0.757, 牛丼, ラグビー, 腹筋
2027-11-16, 土, 雲, awesome, 2.108, ししゃも, テニス, ダンベルカール
2027-11-17, 日, 晴, bad, 3.297, とん丼, 野球, 腹筋
2027-11-18, 月, 雷雨, soso, 12.822, ハンバーガー, スキー, アームカール
2027-11-19, 火, 雨, awesome, 0.054, ししゃも, バレーボール, デッドリフト
2027-11-20, 水, 雨, awesome, 5.563, ししゃも, サッカー, アームカール
2027-11-21, 木, 雲, bad, -8.840, ハンバーガー, バスケ, デッドリフト
2027-11-22, 金, 雲, awesome, 25.370, トンカツ, ラグビー, アームカール
2027-11-23, 土, 雷雨, bad, -5.727, 牛丼, バスケ, 腹筋
2027-11-24, 日, 晴, bad, 24.380, ハンバーガー, ラクロス, デッドリフト
2027-11-25, 月, 雨, bad, -7.982, 天丼, スキー, 腹筋
2027-11-26, 火, 雲, exhausted, -1.872, 天丼, 野球, ラットプルダウン
2027-11-27, 水, 晴, good, 20.908, 牛丼, バスケ, 背筋
2027-11-28, 木, 雷雨, exhausted, -9.763, トンカツ, サッカー, ラットプルダウン
2027-11-29, 金, 晴, good, 16.195, とん丼, ラグビー, プルダウン
2027-11-30, 土, 雨, soso, 9.362, 天丼, スキー, プルダウン
2027-12-01, 日, 雨, tired, 25.543, 天丼, バスケ, デッドリフト
2027-12-02, 月, 雨, exhausted, 16.354, とん丼, バレーボール, ダンベルカール
2027-12-03, 火, 晴, soso, 24.223, トンカツ, ラグビー, デッドリフト
2027-12-04, 水, 雷雨, exhausted, 21.056, トンカツ, サッカー, ダンベルカール
2027-12-05, 木, 雨, awesome, 12.694, とん丼, テニス, ダンベルカール
2027-12-06, 金, 晴, bad, 2.109, ハンバーガー, ラクロス, プルダウン
2027-12-07, 土, 雲, exhausted, 14.363, ハンバーガー, バレーボール, 腹筋
2027-12-08, 日, 雷雨, bad, 14.371, ししゃも, スキー, プルダウン
2027-12-09, 月, 雨, awesome, 11.415, ししゃも, スキー, 腹筋
2027-12-10, 火, 雷雨, exhausted, 10.404, ししゃも, ラクロス, アームカール
2027-12-11, 水, 雷雨, good, 7.148, 天丼, バレーボール, プルダウン
2027-12-12, 木, 雷雨, bad, 28.083, とん丼, 野球, 腹筋
2027-12-13, 金, 晴, good, -0.385, トンカツ, バレーボール, ダンベルカール
2027-12-14, 土, 雨, awesome, 3.100, トンカツ, テニス, アームカール
2027-12-15, 日, 雷雨, exhausted, 0.231, とん丼, バスケ, プルダウン
2027-12-16, 月, 雷雨, exhausted, 1.448, トンカツ, バレーボール, ダンベルカール
2027-12-17, 火, 雨, bad, 3.987, トンカツ, バレーボール, デッドリフト
2027-12-18, 水, 雲, good, 4.017, 天丼, バレーボール, デッドリフト
2027-12-19, 木, 雨, bad, 21.744, とん丼, バスケ, ラットプルダウン
2027-12-20, 金, 晴, exhausted, -4.810, ハンバーガー, バスケ, アームカール
2027-12-21, 土, 雲, soso, 28.597, 牛丼, 野球, ダンベルカール
2027-12-22, 日, 雨, exhausted, -7.408, ししゃも, テニス, ラットプルダウン
2027-12-23, 月, 雷雨, soso, -4.482, トンカツ, テニス, プルダウン
2027-12-24, 火, 晴, soso, 23.105, 牛丼, バスケ, アームカール
2027-12-25, 水, 雲, awesome, -9.840, ししゃも, スキー, ダンベルカール
2027-12-26, 木, 雲, exhausted, 11.967, ハンバーガー, バレーボール, 背筋
2027-12-27, 金, 雷雨, exhausted, 20.890, ハンバーガー, テニス, 腹筋
2027-12-28, 土, 晴, awesome, -4.952, ハンバーガー, バスケ, アームカール
2027-12-29, 日, 晴, exhausted, 13.394, トンカツ, バレーボール, プルダウン
2027-12-30, 月, 雨, good, 8.328, とん丼, スキー, 腹筋
2027-12-31, 火, 雲, bad, 27.606, とん丼, スキー, デッドリフト
2028-01-01, 水, 雨, soso, -2.429, ハンバーガー, スキー, プルダウン
2028-01-02, 木, 晴, good, -3.050, ししゃも, テニス, ラットプルダウン
2028-01-03, 金, 雨, awesome, 19.166, 天丼, サッカー, アームカール
2028-01-04, 土, 雨, soso, 6.015, トンカツ, サッカー, ダンベルカール
2028-01-05, 日, 雨, bad, 15.686, トンカツ, ラグビー, ダンベルカール
2028-01-06, 月, 雨, awesome, 12.531, 牛丼, テニス, 腹筋
2028-01-07, 火, 雨, tired, 2.458, 天丼, ラグビー, 背筋
2028-01-08, 水, 晴, tired, 28.139, 天丼, テニス, 腹筋
2028-01-09, 木, 雨, good, -5.340, ししゃも, スキー, デッドリフト
2028-01-10, 金, 雷雨, good, -7.883, 牛丼, テニス, ラットプルダウン
2028-01-11, 土, 雨, exhausted, 27.567, とん丼, テニス, アームカール
2028-01-12, 日, 晴, good, -2.469, 牛丼, ラグビー, 腹筋
2028-01-13, 月, 雨, exhausted, 28.465, とん丼, 野球, ダンベルカール
2028-01-14, 火, 雲, soso, 16.454, トンカツ, ラグビー, 腹筋
2028-01-15, 水, 雨, good, -6.222, 天丼, バレーボール, 背筋
2028-01-16, 木, 雨, bad, 28.799, とん丼, サッカー, アームカール
2028-01-17, 金, 晴, tired, 4.420, 天丼, サッカー, プルダウン
2028-01-18, 土, 雷雨, tired, 19.869, トンカツ, バスケ, プルダウン
2028-01-19, 日, 雷雨, tired, 9.406, 牛丼, バスケ, ラットプルダウン
